Photo ID,Object Group,Target Dimension,Target Name,Target Shape,truth_length_cm,truth_width_cm,Reference Name,Reference Length (cm),Reference Width (cm),Camera Condition,Tilted (Y/N),In-plane Rotation (Y/N),Reference Placement,Reference Distance (cm),Image Filename,Notes,baseline_length_cm,baseline_width_cm,baseline_file,reference_length_cm,reference_width_cm,dimension_knownness,shape,camera_pose,reference_placement,object_group,shape_x_camera,knownness_x_camera,shape_x_reference,baseline_length_error_cm,baseline_width_error_cm,baseline_length_abs_error_cm,baseline_width_abs_error_cm,baseline_length_pe_pct,baseline_width_pe_pct,baseline_length_ape_pct,baseline_width_ape_pct,baseline_mean_signed_error_cm,baseline_mean_pe_pct,baseline_mean_abs_error_cm,baseline_mean_ape_pct,baseline_max_ape_pct,reference_length_error_cm,reference_width_error_cm,reference_length_abs_error_cm,reference_width_abs_error_cm,reference_length_pe_pct,reference_width_pe_pct,reference_length_ape_pct,reference_width_ape_pct,reference_mean_signed_error_cm,reference_mean_pe_pct,reference_mean_abs_error_cm,reference_mean_ape_pct,reference_max_ape_pct,delta_mean_abs_error_cm,delta_mean_ape_pct,reference_better_abs_error,reference_better_ape
02_A4PAPER_TILT45_NEAR,Regular-Known,Known,A4 Paper,Regular,29.7,21.0,5 cm x 5 cm square marker,5,5,45° tilted camera,Y,N,Near,10,02_A4PAPER_TILT45_NEAR.jpg,,29.7,21.0,results/vlm_baseline/02_A4PAPER_TILT45_NEAR_vlm_baseline.json,30.7708,16.4557,known,regular,tilted,near,Regular-Known,regular + tilted,known + tilted,regular + ref near,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.070800000000002,-4.5443,1.070800000000002,4.5443,3.605387205387212,-21.63952380952381,3.605387205387212,21.63952380952381,-1.736749999999999,-9.017068302068298,2.807550000000001,12.622455507455511,21.63952380952381,2.807550000000001,12.622455507455511,False,False
03_IPHONE14PR_TD_NEAR,Regular-Known,Known,iPhone 14 Pro,Regular,14.5,7.0,5 cm x 5 cm square marker,5,5,Top-down,N,N,Near,10,03_IPHONE14PR_TD_NEAR.jpg,,15.0,7.5,results/vlm_baseline/03_IPHONE14PR_TD_NEAR_vlm_baseline.json,14.4067,7.0567,known,regular,topdown,near,Regular-Known,regular + topdown,known + topdown,regular + ref near,0.5,0.5,0.5,0.5,3.4482758620689653,7.142857142857143,3.4482758620689653,7.142857142857143,0.5,5.295566502463054,0.5,5.295566502463054,7.142857142857143,-0.09329999999999927,0.056700000000000195,0.09329999999999927,0.056700000000000195,-0.643448275862064,0.8100000000000028,0.643448275862064,0.8100000000000028,-0.01829999999999954,0.08327586206896942,0.07499999999999973,0.7267241379310334,0.8100000000000028,-0.42500000000000027,-4.568842364532021,True,True
03_IPHONE14PR_TD_FAR,Regular-Known,Known,iPhone 14 Pro,Regular,14.5,7.0,5 cm x 5 cm square marker,5,5,Top-down,N,N,Far,20,03_IPHONE14PR_TD_FAR.jpg,,14.8,7.2,results/vlm_baseline/03_IPHONE14PR_TD_FAR_vlm_baseline.json,14.15,7.0169,known,regular,topdown,far,Regular-Known,regular + topdown,known + topdown,regular + ref far,0.3000000000000007,0.20000000000000018,0.3000000000000007,0.20000000000000018,2.0689655172413843,2.85714285714286,2.0689655172413843,2.85714285714286,0.25000000000000044,2.463054187192122,0.25000000000000044,2.463054187192122,2.85714285714286,-0.34999999999999964,0.016899999999999693,0.34999999999999964,0.016899999999999693,-2.4137931034482736,0.24142857142856705,2.4137931034482736,0.24142857142856705,-0.16654999999999998,-1.0861822660098532,0.18344999999999967,1.3276108374384203,2.4137931034482736,-0.06655000000000078,-1.1354433497537015,True,True
03_IPHONE14PR_ROT45_NEAR,Regular-Known,Known,iPhone 14 Pro,Regular,14.5,7.0,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Near,10,03_IPHONE14PR_ROT45_NEAR.jpg,,14.5,7.2,results/vlm_baseline/03_IPHONE14PR_ROT45_NEAR_vlm_baseline.json,14.3737,7.07,known,regular,rotated,near,Regular-Known,regular + rotated,known + rotated,regular + ref near,0.0,0.20000000000000018,0.0,0.20000000000000018,0.0,2.85714285714286,0.0,2.85714285714286,0.10000000000000009,1.42857142857143,0.10000000000000009,1.42857142857143,2.85714285714286,-0.12630000000000052,0.07000000000000028,0.12630000000000052,0.07000000000000028,-0.8710344827586243,1.000000000000004,0.8710344827586243,1.000000000000004,-0.02815000000000012,0.06448275862068986,0.0981500000000004,0.9355172413793141,1.000000000000004,-0.0018499999999996852,-0.4930541871921158,True,True
03_IPHONE14PR_ROT45_FAR,Regular-Known,Known,iPhone 14 Pro,Regular,14.5,7.0,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Far,20,03_IPHONE14PR_ROT45_FAR.jpg,,14.5,7.2,results/vlm_baseline/03_IPHONE14PR_ROT45_FAR_vlm_baseline.json,15.0827,7.3956,known,regular,rotated,far,Regular-Known,regular + rotated,known + rotated,regular + ref far,0.0,0.20000000000000018,0.0,0.20000000000000018,0.0,2.85714285714286,0.0,2.85714285714286,0.10000000000000009,1.42857142857143,0.10000000000000009,1.42857142857143,2.85714285714286,0.5827000000000009,0.39559999999999995,0.5827000000000009,0.39559999999999995,4.018620689655179,5.65142857142857,4.018620689655179,5.65142857142857,0.4891500000000004,4.8350246305418745,0.4891500000000004,4.8350246305418745,5.65142857142857,0.38915000000000033,3.4064532019704448,False,False
03_IPHONE14PR_TILT45_NEAR,Regular-Known,Known,iPhone 14 Pro,Regular,14.5,7.0,5 cm x 5 cm square marker,5,5,45° tilted camera,Y,N,Near,10,03_IPHONE14PR_TILT45_NEAR.jpg,,14.8,7.2,results/vlm_baseline/03_IPHONE14PR_TILT45_NEAR_vlm_baseline.json,15.8598,7.03,known,regular,tilted,near,Regular-Known,regular + tilted,known + tilted,regular + ref near,0.3000000000000007,0.20000000000000018,0.3000000000000007,0.20000000000000018,2.0689655172413843,2.85714285714286,2.0689655172413843,2.85714285714286,0.25000000000000044,2.463054187192122,0.25000000000000044,2.463054187192122,2.85714285714286,1.3598,0.03000000000000025,1.3598,0.03000000000000025,9.377931034482758,0.4285714285714321,9.377931034482758,0.4285714285714321,0.6949000000000001,4.903251231527095,0.6949000000000001,4.903251231527095,9.377931034482758,0.44489999999999963,2.4401970443349734,False,False
03_IPHONE14PR_TILT45_FAR,Regular-Known,Known,iPhone 14 Pro,Regular,14.5,7.0,5 cm x 5 cm square marker,5,5,45° tilted camera,Y,N,Far,20,03_IPHONE14PR_TILT45_FAR.jpg,,14.8,7.0,results/vlm_baseline/03_IPHONE14PR_TILT45_FAR_vlm_baseline.json,15.8344,7.1472,known,regular,tilted,far,Regular-Known,regular + tilted,known + tilted,regular + ref far,0.3000000000000007,0.0,0.3000000000000007,0.0,2.0689655172413843,0.0,2.0689655172413843,0.0,0.15000000000000036,1.0344827586206922,0.15000000000000036,1.0344827586206922,2.0689655172413843,1.3344000000000005,0.14719999999999978,1.3344000000000005,0.14719999999999978,9.202758620689659,2.1028571428571396,9.202758620689659,2.1028571428571396,0.7408000000000001,5.652807881773399,0.7408000000000001,5.652807881773399,9.202758620689659,0.5907999999999998,4.618325123152707,False,False
04_10BILL_TD_NEAR,Regular-Known,Known,$10 Bill,Regular,15.6,6.6,5 cm x 5 cm square marker,5,5,Top-down,N,N,Near,10,04_20BILL_TD_NEAR.jpg,,15.6,6.3,results/vlm_baseline/04_10BILL_TD_NEAR_vlm_baseline.json,14.9748,6.4187,known,regular,topdown,near,Regular-Known,regular + topdown,known + topdown,regular + ref near,0.0,-0.2999999999999998,0.0,0.2999999999999998,0.0,-4.545454545454543,0.0,4.545454545454543,-0.1499999999999999,-2.2727272727272716,0.1499999999999999,2.2727272727272716,4.545454545454543,-0.6251999999999995,-0.18129999999999935,0.6251999999999995,0.18129999999999935,-4.007692307692305,-2.7469696969696873,4.007692307692305,2.7469696969696873,-0.40324999999999944,-3.377331002330996,0.40324999999999944,3.377331002330996,4.007692307692305,0.25324999999999953,1.1046037296037245,False,False
04_10BILL_TD_FAR,Regular-Known,Known,$10 Bill,Regular,15.6,6.6,5 cm x 5 cm square marker,5,5,Top-down,N,N,Far,20,04_20BILL_TD_FAR.jpg,,15.6,6.3,results/vlm_baseline/04_10BILL_TD_FAR_vlm_baseline.json,15.358,6.5862,known,regular,topdown,far,Regular-Known,regular + topdown,known + topdown,regular + ref far,0.0,-0.2999999999999998,0.0,0.2999999999999998,0.0,-4.545454545454543,0.0,4.545454545454543,-0.1499999999999999,-2.2727272727272716,0.1499999999999999,2.2727272727272716,4.545454545454543,-0.2419999999999991,-0.013799999999999812,0.2419999999999991,0.013799999999999812,-1.5512820512820455,-0.20909090909090625,1.5512820512820455,0.20909090909090625,-0.12789999999999946,-0.8801864801864759,0.12789999999999946,0.8801864801864759,1.5512820512820455,-0.022100000000000453,-1.3925407925407955,True,True
04_10BILL_ROT45_NEAR,Regular-Known,Known,$10 Bill,Regular,15.6,6.6,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Near,10,04_20BILL_ROT45_NEAR.jpg,,15.6,6.6,results/vlm_baseline/04_10BILL_ROT45_NEAR_vlm_baseline.json,15.3529,6.7222,known,regular,rotated,near,Regular-Known,regular + rotated,known + rotated,regular + ref near,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24709999999999965,0.12220000000000031,0.24709999999999965,0.12220000000000031,-1.5839743589743567,1.8515151515151562,1.5839743589743567,1.8515151515151562,-0.06244999999999967,0.13377039627039977,0.18464999999999998,1.7177447552447564,1.8515151515151562,0.18464999999999998,1.7177447552447564,False,False
04_10BILL_ROT45_FAR,Regular-Known,Known,$10 Bill,Regular,15.6,6.6,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Far,20,04_20BILL_ROT45_FAR.jpg,,15.6,6.5,results/vlm_baseline/04_10BILL_ROT45_FAR_vlm_baseline.json,15.7064,6.7279,known,regular,rotated,far,Regular-Known,regular + rotated,known + rotated,regular + ref far,0.0,-0.09999999999999964,0.0,0.09999999999999964,0.0,-1.5151515151515098,0.0,1.5151515151515098,-0.04999999999999982,-0.7575757575757549,0.04999999999999982,0.7575757575757549,1.5151515151515098,0.10640000000000072,0.12790000000000035,0.10640000000000072,0.12790000000000035,0.6820512820512866,1.9378787878787933,0.6820512820512866,1.9378787878787933,0.11715000000000053,1.30996503496504,0.11715000000000053,1.30996503496504,1.9378787878787933,0.06715000000000071,0.5523892773892851,False,False
04_10BILL_TILT45_NEAR,Regular-Known,Known,$10 Bill,Regular,15.6,6.6,5 cm x 5 cm square marker,5,5,45° tilted camera,Y,N,Near,10,04_20BILL_TILT45_NEAR.jpg,,15.6,6.6,results/vlm_baseline/04_10BILL_TILT45_NEAR_vlm_baseline.json,16.4256,6.4052,known,regular,tilted,near,Regular-Known,regular + tilted,known + tilted,regular + ref near,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8255999999999997,-0.19479999999999986,0.8255999999999997,0.19479999999999986,5.29230769230769,-2.9515151515151494,5.29230769230769,2.9515151515151494,0.3153999999999999,1.1703962703962705,0.5101999999999998,4.12191142191142,5.29230769230769,0.5101999999999998,4.12191142191142,False,False
04_10BILL_TILT45_FAR,Regular-Known,Known,$10 Bill,Regular,15.6,6.6,5 cm x 5 cm square marker,5,5,45° tilted camera,Y,N,Far,20,04_20BILL_TILT45_FAR.jpg,,15.6,6.3,results/vlm_baseline/04_10BILL_TILT45_FAR_vlm_baseline.json,16.3487,6.4624,known,regular,tilted,far,Regular-Known,regular + tilted,known + tilted,regular + ref far,0.0,-0.2999999999999998,0.0,0.2999999999999998,0.0,-4.545454545454543,0.0,4.545454545454543,-0.1499999999999999,-2.2727272727272716,0.1499999999999999,2.2727272727272716,4.545454545454543,0.7487000000000013,-0.13759999999999994,0.7487000000000013,0.13759999999999994,4.799358974358982,-2.084848484848484,4.799358974358982,2.084848484848484,0.30555000000000065,1.3572552447552488,0.4431500000000006,3.442103729603733,4.799358974358982,0.2931500000000007,1.1693764568764613,False,False
05_6INCHCAKEM_TD_NEAR,Regular-Known,Known,6-inch Cake Mold,Regular,16.0,16.0,5 cm x 5 cm square marker,5,5,Top-down,N,N,Near,10,05_6INCHCAKEM_TD_NEAR.jpg,,23.0,23.0,results/vlm_baseline/05_6INCHCAKEM_TD_NEAR_vlm_baseline.json,18.8159,18.4312,known,regular,topdown,near,Regular-Known,regular + topdown,known + topdown,regular + ref near,7.0,7.0,7.0,7.0,43.75,43.75,43.75,43.75,7.0,43.75,7.0,43.75,43.75,2.815899999999999,2.4312000000000005,2.815899999999999,2.4312000000000005,17.599374999999995,15.195000000000004,17.599374999999995,15.195000000000004,2.62355,16.3971875,2.62355,16.3971875,17.599374999999995,-4.37645,-27.3528125,True,True
05_6INCHCAKEM_TD_FAR,Regular-Known,Known,6-inch Cake Mold,Regular,16.0,16.0,5 cm x 5 cm square marker,5,5,Top-down,N,N,Far,20,05_6INCHCAKEM_TD_FAR.jpg,,17.0,17.0,results/vlm_baseline/05_6INCHCAKEM_TD_FAR_vlm_baseline.json,18.4405,18.1335,known,regular,topdown,far,Regular-Known,regular + topdown,known + topdown,regular + ref far,1.0,1.0,1.0,1.0,6.25,6.25,6.25,6.25,1.0,6.25,1.0,6.25,6.25,2.4405,2.1335000000000015,2.4405,2.1335000000000015,15.253125,13.334375000000009,15.253125,13.334375000000009,2.287000000000001,14.293750000000005,2.287000000000001,14.293750000000005,15.253125,1.2870000000000008,8.043750000000005,False,False
05_6INCHCAKEM_ROT45_NEAR,Regular-Known,Known,6-inch Cake Mold,Regular,16.0,16.0,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Near,10,05_6INCHCAKEM_ROT45_NEAR.jpg,,23.0,23.0,results/vlm_baseline/05_6INCHCAKEM_ROT45_NEAR_vlm_baseline.json,17.9072,17.8516,known,regular,rotated,near,Regular-Known,regular + rotated,known + rotated,regular + ref near,7.0,7.0,7.0,7.0,43.75,43.75,43.75,43.75,7.0,43.75,7.0,43.75,43.75,1.9071999999999996,1.8516000000000012,1.9071999999999996,1.8516000000000012,11.919999999999998,11.572500000000009,11.919999999999998,11.572500000000009,1.8794000000000004,11.746250000000003,1.8794000000000004,11.746250000000003,11.919999999999998,-5.1206,-32.00375,True,True
05_6INCHCAKEM_ROT45_FAR,Regular-Known,Known,6-inch Cake Mold,Regular,16.0,16.0,5 cm x 5 cm square marker,5,5,Top-down + 45° in-plane rotation,N,Y,Far,20,05_6INCHCAKEM_ROT45_FAR.jpg,,19.0,19.0,results/vlm_baseline/05_6INCHCAKEM_ROT45_FAR_vlm_baseline.json,18.191,17.9736,known,regular,rotated,far,Regular-Known,regular + rotated,known + rotated,regular + ref far,3.0,3.0,3.0,3.0,18.75,18.75,18.75,18.75,3.0,18.75,3.0,18.75,18.75,2.190999999999999,1.9736000000000011,2.190999999999999,1.9736000000000011,13.693749999999994,12.335000000000008,13.693749999999994,12.335000000000008,2.0823,13.014375000000001,2.0823,13.014375000000001,13.693749999999994,-0.9177,-5.735624999999999,True,True
05_6INCHCAKEM_TILT45_NEAR,Regular-Known,Known,6-inch Cake Mold,Regular,16.0,16.0,5 cm x 5 cm square marker,5,5,45° tilted camera,Y,N,Near,10,05_6INCHCAKEM_TILT45_NEAR.jpg,,26.0,20.5,results/vlm_baseline/05_6INCHCAKEM_TILT45_NEAR_vlm_baseline.json,18.8203,16.7126,known,regular,tilted,near,Regular-Known,regular + tilted,known + tilted,regular + ref near,10.0,4.5,10.0,4.5,62.5,28.125,62.5,28.125,7.25,45.3125,7.25,45.3125,62.5,2.8202999999999996,0.7125999999999983,2.8202999999999996,0.7125999999999983,17.626875,4.45374999999999,17.626875,4.45374999999999,1.766449999999999,11.040312499999994,1.766449999999999,11.040312499999994,17.626875,-5.483550000000001,-34.27218750000001,True,True
05_6INCHCAKEM_TILT45_FAR,Regular-Known,Known,6-inch Cake Mold,Regular,16.0,16.0,5 cm x 5 cm square marker,5,5,45° tilted camera,Y,N,Far,20,05_6INCHCAKEM_TILT45_FAR.jpg,,18.0,18.0,results/vlm_baseline/05_6INCHCAKEM_TILT45_FAR_vlm_baseline.json,19.6023,16.8068,known,regular,tilted,far,Regular-Known,regular + tilted,known + tilted,regular + ref far,2.0,2.0,2.0,2.0,12.5,12.5,12.5,12.5,2.0,12.5,2.0,12.5,12.5,3.6022999999999996,0.8067999999999991,3.6022999999999996,0.8067999999999991,22.514374999999998,5.042499999999994,22.514374999999998,5.042499999999994,2.2045499999999993,13.778437499999995,2.2045499999999993,13.778437499999995,22.514374999999998,0.20454999999999934,1.2784374999999955,False,False
07_BOOK_TD_FAR,Regular-Unknown,Unknown,Book,Regular,28.6,21.0,5 cm x 5 cm square marker,5,5,Top-down,N,N,Far,20,07_BOOK_TD_FAR.jpg,,27.5,21.0,results/vlm_baseline/07_BOOK_TD_FAR_vlm_baseline.json,26.9483,20.65,unknown,regular,topdown,far,Regular-Unknown,regular + topdown,unknown + topdown,regular + ref far,-1.1000000000000014,0.0,1.1000000000000014,0.0,-3.846153846153851,0.0,3.846153846153851,0.0,-0.5500000000000007,-1.9230769230769256,0.5500000000000007,1.9230769230769256,3.846153846153851,-1.6517000000000017,-0.3500000000000014,1.6517000000000017,0.3500000000000014,-5.775174825174831,-1.6666666666666734,5.775174825174831,1.6666666666666734,-1.0008500000000016,-3.7209207459207523,1.0008500000000016,3.7209207459207523,5.775174825174831,0.45085000000000086,1.7978438228438267,False,False
